role,label,score,stage_rel,source_rel
test_normal,0,-0.95339435338974,test/good/test_normal__test__good__2_823.bmp,test/good/2_823.bmp
test_normal,0,-0.9551814794540405,test/good/test_normal__test__good__2_99.bmp,test/good/2_99.bmp
calib_normal,0,-0.9538401365280151,test/good/calib_normal__train__good__1_863.bmp,train/good/1_863.bmp
calib_normal,0,-0.7221242189407349,test/good/calib_normal__train__good__2_684.bmp,train/good/2_684.bmp
test_normal,0,-0.6035116910934448,test/good/test_normal__test__good__1_841.bmp,test/good/1_841.bmp
test_normal,0,-0.7184430956840515,test/good/test_normal__test__good__2_771.bmp,test/good/2_771.bmp
test_normal,0,-0.49776506423950195,test/good/test_normal__test__good__2_647.bmp,test/good/2_647.bmp
test_normal,0,-0.49688148498535156,test/good/test_normal__test__good__2_646.bmp,test/good/2_646.bmp
calib_normal,0,-0.6339017152786255,test/good/calib_normal__train__good__2_858.bmp,train/good/2_858.bmp
test_normal,0,-1.4287254810333252,test/good/test_normal__test__good__1_674.bmp,test/good/1_674.bmp
test_normal,0,-0.48430168628692627,test/good/test_normal__test__good__2_725.bmp,test/good/2_725.bmp
test_normal,0,-1.258787751197815,test/good/test_normal__test__good__1_819.bmp,test/good/1_819.bmp
test_normal,0,-0.897586464881897,test/good/test_normal__test__good__1_70.bmp,test/good/1_70.bmp
test_normal,0,-0.8251689672470093,test/good/test_normal__test__good__1_716.bmp,test/good/1_716.bmp
test_normal,0,-0.9002096652984619,test/good/test_normal__test__good__1_648.bmp,test/good/1_648.bmp
test_normal,0,-1.145336389541626,test/good/test_normal__test__good__1_708.bmp,test/good/1_708.bmp
calib_normal,0,-1.2598595023155212,test/good/calib_normal__train__good__1_835.bmp,train/good/1_835.bmp
calib_normal,0,0.235579252243042,test/good/calib_normal__train__good__4_109.bmp,train/good/4_109.bmp
test_normal,0,-1.1736559867858887,test/good/test_normal__test__good__4_124.bmp,test/good/4_124.bmp
test_normal,0,-0.5904980897903442,test/good/test_normal__test__good__2_802.bmp,test/good/2_802.bmp
test_normal,0,-0.7345610857009888,test/good/test_normal__test__good__4_84.bmp,test/good/4_84.bmp
test_normal,0,-1.1143105030059814,test/good/test_normal__test__good__1_872.bmp,test/good/1_872.bmp
test_normal,0,-1.4042726755142212,test/good/test_normal__test__good__1_826.bmp,test/good/1_826.bmp
test_normal,0,-0.6662687063217163,test/good/test_normal__test__good__2_821.bmp,test/good/2_821.bmp
test_normal,0,-0.7574440836906433,test/good/test_normal__test__good__2_807.bmp,test/good/2_807.bmp
test_normal,0,-1.0350509881973267,test/good/test_normal__test__good__1_816.bmp,test/good/1_816.bmp
test_normal,0,-1.142282485961914,test/good/test_normal__test__good__1_700.bmp,test/good/1_700.bmp
test_normal,0,-0.6431474685668945,test/good/test_normal__test__good__3_106.bmp,test/good/3_106.bmp
test_normal,0,-0.9070717692375183,test/good/test_normal__test__good__1_931.bmp,test/good/1_931.bmp
test_normal,0,-0.6915494799613953,test/good/test_normal__test__good__2_667.bmp,test/good/2_667.bmp
test_normal,0,-1.3794782757759094,test/good/test_normal__test__good__1_836.bmp,test/good/1_836.bmp
test_normal,0,-0.7939695119857788,test/good/test_normal__test__good__2_827.bmp,test/good/2_827.bmp
test_normal,0,-1.2316762804985046,test/good/test_normal__test__good__1_676.bmp,test/good/1_676.bmp
calib_normal,0,-0.6650677919387817,test/good/calib_normal__train__good__1_842.bmp,train/good/1_842.bmp
test_normal,0,-0.20353412628173828,test/good/test_normal__test__good__3_77.bmp,test/good/3_77.bmp
test_normal,0,-1.1820666790008545,test/good/test_normal__test__good__2_805.bmp,test/good/2_805.bmp
test_normal,0,-1.0607929825782776,test/good/test_normal__test__good__1_683.bmp,test/good/1_683.bmp
test_normal,0,-0.5871074199676514,test/good/test_normal__test__good__2_694.bmp,test/good/2_694.bmp
test_normal,0,-0.9044418334960938,test/good/test_normal__test__good__1_693.bmp,test/good/1_693.bmp
test_normal,0,-0.9058732986450195,test/good/test_normal__test__good__1_952.bmp,test/good/1_952.bmp
test_normal,0,-0.9682897925376892,test/good/test_normal__test__good__2_662.bmp,test/good/2_662.bmp
test_normal,0,-1.4794063568115234,test/good/test_normal__test__good__1_124.bmp,test/good/1_124.bmp
test_normal,0,-1.4125980138778687,test/good/test_normal__test__good__1_940.bmp,test/good/1_940.bmp
test_normal,0,-0.4862774610519409,test/good/test_normal__test__good__1_110.bmp,test/good/1_110.bmp
test_normal,0,-0.07953739166259766,test/good/test_normal__test__good__3_89.bmp,test/good/3_89.bmp
test_normal,0,-1.0789703130722046,test/good/test_normal__test__good__1_904.bmp,test/good/1_904.bmp
test_normal,0,-0.4625060558319092,test/good/test_normal__test__good__1_698.bmp,test/good/1_698.bmp
test_normal,0,-0.6151094436645508,test/good/test_normal__test__good__1_630.bmp,test/good/1_630.bmp
test_normal,0,-1.0848324298858643,test/good/test_normal__test__good__1_827.bmp,test/good/1_827.bmp
test_normal,0,-0.32000935077667236,test/good/test_normal__test__good__2_838.bmp,test/good/2_838.bmp
test_normal,0,-1.0982338786125183,test/good/test_normal__test__good__2_73.bmp,test/good/2_73.bmp
test_normal,0,-1.5903925895690918,test/good/test_normal__test__good__1_65.bmp,test/good/1_65.bmp
test_normal,0,-0.8471407890319824,test/good/test_normal__test__good__1_769.bmp,test/good/1_769.bmp
test_normal,0,-1.055363953113556,test/good/test_normal__test__good__4_98.bmp,test/good/4_98.bmp
test_normal,0,-1.1273168325424194,test/good/test_normal__test__good__1_709.bmp,test/good/1_709.bmp
test_normal,0,-0.2957899570465088,test/good/test_normal__test__good__2_701.bmp,test/good/2_701.bmp
test_normal,0,-1.797234296798706,test/good/test_normal__test__good__1_928.bmp,test/good/1_928.bmp
test_normal,0,-1.0549861192703247,test/good/test_normal__test__good__1_884.bmp,test/good/1_884.bmp
test_normal,0,-0.9944194555282593,test/good/test_normal__test__good__1_877.bmp,test/good/1_877.bmp
test_normal,0,-0.989891529083252,test/good/test_normal__test__good__1_646.bmp,test/good/1_646.bmp
test_normal,0,-0.46636319160461426,test/good/test_normal__test__good__2_627.bmp,test/good/2_627.bmp
test_normal,0,-0.7253647446632385,test/good/test_normal__test__good__2_665.bmp,test/good/2_665.bmp
test_normal,0,-1.14403235912323,test/good/test_normal__test__good__1_879.bmp,test/good/1_879.bmp
test_normal,0,-1.2323991656303406,test/good/test_normal__test__good__4_123.bmp,test/good/4_123.bmp
calib_normal,0,-0.5119510889053345,test/good/calib_normal__train__good__2_690.bmp,train/good/2_690.bmp
test_normal,0,-1.3654307126998901,test/good/test_normal__test__good__1_837.bmp,test/good/1_837.bmp
test_normal,0,-1.2054202556610107,test/good/test_normal__test__good__4_130.bmp,test/good/4_130.bmp
test_normal,0,-0.7666956782341003,test/good/test_normal__test__good__1_668.bmp,test/good/1_668.bmp
test_normal,0,-0.718407154083252,test/good/test_normal__test__good__1_658.bmp,test/good/1_658.bmp
test_normal,0,-0.5155090093612671,test/good/test_normal__test__good__3_120.bmp,test/good/3_120.bmp
test_normal,0,-1.045380711555481,test/good/test_normal__test__good__4_61.bmp,test/good/4_61.bmp
test_normal,0,-0.7572858929634094,test/good/test_normal__test__good__3_73.bmp,test/good/3_73.bmp
test_normal,0,-0.8692749738693237,test/good/test_normal__test__good__4_83.bmp,test/good/4_83.bmp
test_normal,0,-1.1844949126243591,test/good/test_normal__test__good__2_652.bmp,test/good/2_652.bmp
test_normal,0,-0.7072337865829468,test/good/test_normal__test__good__2_832.bmp,test/good/2_832.bmp
test_normal,0,-0.9937078952789307,test/good/test_normal__test__good__1_873.bmp,test/good/1_873.bmp
test_normal,0,-0.47034597396850586,test/good/test_normal__test__good__2_688.bmp,test/good/2_688.bmp
test_normal,0,-0.8633394241333008,test/good/test_normal__test__good__1_766.bmp,test/good/1_766.bmp
test_normal,0,-1.169098436832428,test/good/test_normal__test__good__1_797.bmp,test/good/1_797.bmp
test_normal,0,-1.0805385112762451,test/good/test_normal__test__good__1_876.bmp,test/good/1_876.bmp
test_normal,0,-0.7807490825653076,test/good/test_normal__test__good__1_632.bmp,test/good/1_632.bmp
test_normal,0,-1.1013007164001465,test/good/test_normal__test__good__4_78.bmp,test/good/4_78.bmp
test_normal,0,-1.6648613214492798,test/good/test_normal__test__good__1_805.bmp,test/good/1_805.bmp
test_normal,0,-0.5708053112030029,test/good/test_normal__test__good__2_726.bmp,test/good/2_726.bmp
test_normal,0,-0.8020555973052979,test/good/test_normal__test__good__1_762.bmp,test/good/1_762.bmp
test_normal,0,-0.9368579387664795,test/good/test_normal__test__good__2_797.bmp,test/good/2_797.bmp
test_normal,0,-0.903580367565155,test/good/test_normal__test__good__2_103.bmp,test/good/2_103.bmp
test_normal,0,-1.2464181184768677,test/good/test_normal__test__good__1_823.bmp,test/good/1_823.bmp
test_normal,0,-0.907435417175293,test/good/test_normal__test__good__2_849.bmp,test/good/2_849.bmp
test_normal,0,-1.0305481553077698,test/good/test_normal__test__good__1_627.bmp,test/good/1_627.bmp
test_normal,0,-0.3007230758666992,test/good/test_normal__test__good__2_638.bmp,test/good/2_638.bmp
test_normal,0,-0.9122517704963684,test/good/test_normal__test__good__3_102.bmp,test/good/3_102.bmp
test_normal,0,-1.2006410360336304,test/good/test_normal__test__good__1_818.bmp,test/good/1_818.bmp
test_normal,0,-0.9172189235687256,test/good/test_normal__test__good__1_828.bmp,test/good/1_828.bmp
test_normal,0,-0.9748477935791016,test/good/test_normal__test__good__4_100.bmp,test/good/4_100.bmp
test_normal,0,-0.9279552102088928,test/good/test_normal__test__good__1_746.bmp,test/good/1_746.bmp
test_normal,0,-0.6032817363739014,test/good/test_normal__test__good__2_735.bmp,test/good/2_735.bmp
test_normal,0,-0.6327859163284302,test/good/test_normal__test__good__2_648.bmp,test/good/2_648.bmp
test_normal,0,-1.1736798882484436,test/good/test_normal__test__good__4_119.bmp,test/good/4_119.bmp
test_normal,0,-0.9724345207214355,test/good/test_normal__test__good__1_900.bmp,test/good/1_900.bmp
test_normal,0,-0.9781561493873596,test/good/test_normal__test__good__1_682.bmp,test/good/1_682.bmp
test_normal,0,-1.0027596354484558,test/good/test_normal__test__good__4_75.bmp,test/good/4_75.bmp
test_anomaly,1,-0.900032639503479,test/defect/test_anomaly__test__defect__2_950.bmp,test/defect/2_950.bmp
test_anomaly,1,-0.4103372097015381,test/defect/test_anomaly__test__defect__4_79.bmp,test/defect/4_79.bmp
test_anomaly,1,-1.171654760837555,test/defect/test_anomaly__test__defect__3_71.bmp,test/defect/3_71.bmp
test_anomaly,1,-0.635478138923645,test/defect/test_anomaly__test__defect__4_45.bmp,test/defect/4_45.bmp
test_anomaly,1,-0.5496456623077393,test/defect/test_anomaly__test__defect__2_82.bmp,test/defect/2_82.bmp
test_anomaly,1,-0.1911543607711792,test/defect/test_anomaly__test__defect__2_629.bmp,test/defect/2_629.bmp
test_anomaly,1,-0.6235345602035522,test/defect/test_anomaly__test__defect__3_98.bmp,test/defect/3_98.bmp
test_anomaly,1,-0.8805413842201233,test/defect/test_anomaly__test__defect__1_90.bmp,test/defect/1_90.bmp
test_anomaly,1,-1.6761956810951233,test/defect/test_anomaly__test__defect__1_63.bmp,test/defect/1_63.bmp
test_anomaly,1,-1.0783445239067078,test/defect/test_anomaly__test__defect__3_95.bmp,test/defect/3_95.bmp
test_anomaly,1,-0.3546438217163086,test/defect/test_anomaly__test__defect__3_132.bmp,test/defect/3_132.bmp
test_anomaly,1,-0.7360863089561462,test/defect/test_anomaly__test__defect__1_637.bmp,test/defect/1_637.bmp
test_anomaly,1,-1.1418405771255493,test/defect/test_anomaly__test__defect__2_83.bmp,test/defect/2_83.bmp
test_anomaly,1,-0.2883952856063843,test/defect/test_anomaly__test__defect__4_65.bmp,test/defect/4_65.bmp
test_anomaly,1,0.2286778688430786,test/defect/test_anomaly__test__defect__2_119.bmp,test/defect/2_119.bmp
test_anomaly,1,-0.7530858516693115,test/defect/test_anomaly__test__defect__1_885.bmp,test/defect/1_885.bmp
test_anomaly,1,-1.4433777332305908,test/defect/test_anomaly__test__defect__1_120.bmp,test/defect/1_120.bmp
test_anomaly,1,-1.0306757092475891,test/defect/test_anomaly__test__defect__2_107.bmp,test/defect/2_107.bmp
test_anomaly,1,-0.756909966468811,test/defect/test_anomaly__test__defect__3_82.bmp,test/defect/3_82.bmp
test_anomaly,1,-0.538538932800293,test/defect/test_anomaly__test__defect__1_84.bmp,test/defect/1_84.bmp
test_anomaly,1,0.11852145195007324,test/defect/test_anomaly__test__defect__3_101.bmp,test/defect/3_101.bmp
test_anomaly,1,-0.31272685527801514,test/defect/test_anomaly__test__defect__1_950.bmp,test/defect/1_950.bmp
test_anomaly,1,-0.9951707124710083,test/defect/test_anomaly__test__defect__3_62.bmp,test/defect/3_62.bmp
test_anomaly,1,-0.5179722309112549,test/defect/test_anomaly__test__defect__4_128.bmp,test/defect/4_128.bmp
test_anomaly,1,-0.4095292091369629,test/defect/test_anomaly__test__defect__2_637.bmp,test/defect/2_637.bmp
test_anomaly,1,0.17529034614562988,test/defect/test_anomaly__test__defect__4_64.bmp,test/defect/4_64.bmp
test_anomaly,1,-0.9590058922767639,test/defect/test_anomaly__test__defect__1_121.bmp,test/defect/1_121.bmp
test_anomaly,1,-0.6086469888687134,test/defect/test_anomaly__test__defect__2_90.bmp,test/defect/2_90.bmp
test_anomaly,1,-0.29126882553100586,test/defect/test_anomaly__test__defect__1_798.bmp,test/defect/1_798.bmp
test_anomaly,1,-0.37706708908081055,test/defect/test_anomaly__test__defect__4_126.bmp,test/defect/4_126.bmp
test_anomaly,1,0.06495499610900879,test/defect/test_anomaly__test__defect__1_97.bmp,test/defect/1_97.bmp
test_anomaly,1,-0.0014563798904418945,test/defect/test_anomaly__test__defect__4_127.bmp,test/defect/4_127.bmp
test_anomaly,1,0.16021227836608887,test/defect/test_anomaly__test__defect__4_91.bmp,test/defect/4_91.bmp
test_anomaly,1,0.14482855796813965,test/defect/test_anomaly__test__defect__1_60.bmp,test/defect/1_60.bmp
test_anomaly,1,0.27236151695251465,test/defect/test_anomaly__test__defect__3_52.bmp,test/defect/3_52.bmp
test_anomaly,1,-0.8640587329864502,test/defect/test_anomaly__test__defect__2_117.bmp,test/defect/2_117.bmp
test_anomaly,1,-0.4431264400482178,test/defect/test_anomaly__test__defect__4_111.bmp,test/defect/4_111.bmp
test_anomaly,1,-0.26633286476135254,test/defect/test_anomaly__test__defect__2_795.bmp,test/defect/2_795.bmp
test_anomaly,1,-0.09548413753509521,test/defect/test_anomaly__test__defect__3_93.bmp,test/defect/3_93.bmp
test_anomaly,1,0.15780138969421387,test/defect/test_anomaly__test__defect__3_107.bmp,test/defect/3_107.bmp
test_anomaly,1,-0.1850794553756714,test/defect/test_anomaly__test__defect__1_131.bmp,test/defect/1_131.bmp
test_anomaly,1,0.4270949363708496,test/defect/test_anomaly__test__defect__3_100.bmp,test/defect/3_100.bmp
test_anomaly,1,0.5143337249755859,test/defect/test_anomaly__test__defect__4_96.bmp,test/defect/4_96.bmp
test_anomaly,1,0.04848814010620117,test/defect/test_anomaly__test__defect__2_101.bmp,test/defect/2_101.bmp
test_anomaly,1,0.43270039558410645,test/defect/test_anomaly__test__defect__2_691.bmp,test/defect/2_691.bmp
test_anomaly,1,0.34746813774108887,test/defect/test_anomaly__test__defect__1_930.bmp,test/defect/1_930.bmp
test_anomaly,1,0.08543872833251953,test/defect/test_anomaly__test__defect__2_81.bmp,test/defect/2_81.bmp
test_anomaly,1,-0.20775198936462402,test/defect/test_anomaly__test__defect__1_92.bmp,test/defect/1_92.bmp
test_anomaly,1,-0.04730796813964844,test/defect/test_anomaly__test__defect__1_822.bmp,test/defect/1_822.bmp
test_anomaly,1,-0.29725563526153564,test/defect/test_anomaly__test__defect__1_126.bmp,test/defect/1_126.bmp
test_anomaly,1,-0.5425887107849121,test/defect/test_anomaly__test__defect__2_949.bmp,test/defect/2_949.bmp
test_anomaly,1,-1.148366093635559,test/defect/test_anomaly__test__defect__1_874.bmp,test/defect/1_874.bmp
test_anomaly,1,-0.42642223834991455,test/defect/test_anomaly__test__defect__1_100.bmp,test/defect/1_100.bmp
test_anomaly,1,0.09576725959777832,test/defect/test_anomaly__test__defect__2_136.bmp,test/defect/2_136.bmp
test_anomaly,1,-0.26464784145355225,test/defect/test_anomaly__test__defect__2_92.bmp,test/defect/2_92.bmp
test_anomaly,1,-0.05695605278015137,test/defect/test_anomaly__test__defect__4_94.bmp,test/defect/4_94.bmp
test_anomaly,1,-0.32072699069976807,test/defect/test_anomaly__test__defect__2_126.bmp,test/defect/2_126.bmp
test_anomaly,1,-0.18680500984191895,test/defect/test_anomaly__test__defect__3_59.bmp,test/defect/3_59.bmp
test_anomaly,1,-0.6570231318473816,test/defect/test_anomaly__test__defect__1_83.bmp,test/defect/1_83.bmp
test_anomaly,1,-1.0824671983718872,test/defect/test_anomaly__test__defect__2_105.bmp,test/defect/2_105.bmp
