role,label,score,stage_rel,source_rel
test_normal,0,0.4964936673641205,test/good/test_normal__test__good__2_805.bmp,test/good/2_805.bmp
test_normal,0,0.45742499828338623,test/good/test_normal__test__good__1_683.bmp,test/good/1_683.bmp
test_normal,0,0.581233561038971,test/good/test_normal__test__good__2_694.bmp,test/good/2_694.bmp
test_normal,0,0.5192209780216217,test/good/test_normal__test__good__1_693.bmp,test/good/1_693.bmp
calib_normal,0,0.28632497787475586,test/good/calib_normal__train__good__1_800.bmp,train/good/1_800.bmp
test_normal,0,0.4397262930870056,test/good/test_normal__test__good__1_952.bmp,test/good/1_952.bmp
calib_normal,0,0.3420971930027008,test/good/calib_normal__train__good__1_864.bmp,train/good/1_864.bmp
test_normal,0,0.3364095687866211,test/good/test_normal__test__good__2_662.bmp,test/good/2_662.bmp
test_normal,0,0.12128999829292297,test/good/test_normal__test__good__1_124.bmp,test/good/1_124.bmp
test_normal,0,0.32742583751678467,test/good/test_normal__test__good__1_940.bmp,test/good/1_940.bmp
calib_normal,0,0.5886651277542114,test/good/calib_normal__train__good__1_628.bmp,train/good/1_628.bmp
test_normal,0,0.892971932888031,test/good/test_normal__test__good__1_110.bmp,test/good/1_110.bmp
test_normal,0,1.0807409882545471,test/good/test_normal__test__good__3_89.bmp,test/good/3_89.bmp
calib_normal,0,0.40562573075294495,test/good/calib_normal__train__good__1_759.bmp,train/good/1_759.bmp
test_normal,0,0.35735177993774414,test/good/test_normal__test__good__1_904.bmp,test/good/1_904.bmp
test_normal,0,0.6918408870697021,test/good/test_normal__test__good__1_698.bmp,test/good/1_698.bmp
test_normal,0,0.7871297001838684,test/good/test_normal__test__good__1_630.bmp,test/good/1_630.bmp
calib_normal,0,0.7781937122344971,test/good/calib_normal__train__good__1_79.bmp,train/good/1_79.bmp
test_normal,0,0.37792813777923584,test/good/test_normal__test__good__1_827.bmp,test/good/1_827.bmp
test_normal,0,0.7070249319076538,test/good/test_normal__test__good__2_838.bmp,test/good/2_838.bmp
test_normal,0,0.6023363471031189,test/good/test_normal__test__good__2_73.bmp,test/good/2_73.bmp
test_normal,0,0.25666749477386475,test/good/test_normal__test__good__1_65.bmp,test/good/1_65.bmp
calib_normal,0,0.330996036529541,test/good/calib_normal__train__good__1_919.bmp,train/good/1_919.bmp
test_normal,0,0.36324459314346313,test/good/test_normal__test__good__1_769.bmp,test/good/1_769.bmp
test_normal,0,0.4966564178466797,test/good/test_normal__test__good__4_98.bmp,test/good/4_98.bmp
test_normal,0,0.3622608482837677,test/good/test_normal__test__good__1_709.bmp,test/good/1_709.bmp
calib_normal,0,0.13985997438430786,test/good/calib_normal__train__good__1_687.bmp,train/good/1_687.bmp
test_normal,0,0.7381437420845032,test/good/test_normal__test__good__2_701.bmp,test/good/2_701.bmp
test_normal,0,0.08983191847801208,test/good/test_normal__test__good__1_928.bmp,test/good/1_928.bmp
calib_normal,0,0.5617113709449768,test/good/calib_normal__train__good__3_79.bmp,train/good/3_79.bmp
test_normal,0,0.35454225540161133,test/good/test_normal__test__good__1_884.bmp,test/good/1_884.bmp
test_normal,0,0.44800007343292236,test/good/test_normal__test__good__1_877.bmp,test/good/1_877.bmp
test_normal,0,0.3473703861236572,test/good/test_normal__test__good__1_646.bmp,test/good/1_646.bmp
test_normal,0,0.8291096687316895,test/good/test_normal__test__good__2_627.bmp,test/good/2_627.bmp
calib_normal,0,0.5029542446136475,test/good/calib_normal__train__good__2_787.bmp,train/good/2_787.bmp
test_normal,0,0.4679476022720337,test/good/test_normal__test__good__2_665.bmp,test/good/2_665.bmp
test_normal,0,0.2995564937591553,test/good/test_normal__test__good__1_879.bmp,test/good/1_879.bmp
calib_normal,0,0.8235148787498474,test/good/calib_normal__train__good__2_75.bmp,train/good/2_75.bmp
test_normal,0,0.3478440046310425,test/good/test_normal__test__good__4_123.bmp,test/good/4_123.bmp
test_normal,0,0.2767617106437683,test/good/test_normal__test__good__1_837.bmp,test/good/1_837.bmp
test_normal,0,0.4251081347465515,test/good/test_normal__test__good__4_130.bmp,test/good/4_130.bmp
test_normal,0,0.5042809247970581,test/good/test_normal__test__good__1_668.bmp,test/good/1_668.bmp
test_normal,0,0.44601452350616455,test/good/test_normal__test__good__1_658.bmp,test/good/1_658.bmp
test_normal,0,0.58363476395607,test/good/test_normal__test__good__3_120.bmp,test/good/3_120.bmp
calib_normal,0,0.6027767658233643,test/good/calib_normal__train__good__2_745.bmp,train/good/2_745.bmp
calib_normal,0,0.5170259475708008,test/good/calib_normal__train__good__2_634.bmp,train/good/2_634.bmp
calib_normal,0,0.33043372631073,test/good/calib_normal__train__good__1_790.bmp,train/good/1_790.bmp
calib_normal,0,0.47503921389579773,test/good/calib_normal__train__good__2_853.bmp,train/good/2_853.bmp
test_normal,0,0.5242791175842285,test/good/test_normal__test__good__4_61.bmp,test/good/4_61.bmp
test_normal,0,0.49752748012542725,test/good/test_normal__test__good__3_73.bmp,test/good/3_73.bmp
calib_normal,0,0.25056877732276917,test/good/calib_normal__train__good__1_707.bmp,train/good/1_707.bmp
test_normal,0,0.46992987394332886,test/good/test_normal__test__good__4_83.bmp,test/good/4_83.bmp
test_normal,0,0.41029447317123413,test/good/test_normal__test__good__2_652.bmp,test/good/2_652.bmp
test_normal,0,0.5682312846183777,test/good/test_normal__test__good__2_832.bmp,test/good/2_832.bmp
test_normal,0,0.4031456708908081,test/good/test_normal__test__good__1_873.bmp,test/good/1_873.bmp
calib_normal,0,0.306363582611084,test/good/calib_normal__train__good__1_681.bmp,train/good/1_681.bmp
calib_normal,0,0.6911457180976868,test/good/calib_normal__train__good__2_678.bmp,train/good/2_678.bmp
calib_normal,0,0.31188368797302246,test/good/calib_normal__train__good__1_631.bmp,train/good/1_631.bmp
calib_normal,0,0.35785388946533203,test/good/calib_normal__train__good__1_838.bmp,train/good/1_838.bmp
calib_normal,0,0.30172139406204224,test/good/calib_normal__train__good__1_866.bmp,train/good/1_866.bmp
test_normal,0,0.6401934027671814,test/good/test_normal__test__good__2_688.bmp,test/good/2_688.bmp
calib_normal,0,0.36652880907058716,test/good/calib_normal__train__good__1_770.bmp,train/good/1_770.bmp
test_normal,0,0.37683990597724915,test/good/test_normal__test__good__1_766.bmp,test/good/1_766.bmp
calib_normal,0,0.46152621507644653,test/good/calib_normal__train__good__2_687.bmp,train/good/2_687.bmp
calib_normal,0,0.4470674991607666,test/good/calib_normal__train__good__1_807.bmp,train/good/1_807.bmp
calib_normal,0,0.41818028688430786,test/good/calib_normal__train__good__1_127.bmp,train/good/1_127.bmp
test_normal,0,0.342626690864563,test/good/test_normal__test__good__1_797.bmp,test/good/1_797.bmp
calib_normal,0,0.4273426830768585,test/good/calib_normal__train__good__2_721.bmp,train/good/2_721.bmp
test_normal,0,0.3427254557609558,test/good/test_normal__test__good__1_876.bmp,test/good/1_876.bmp
calib_normal,0,0.2937120199203491,test/good/calib_normal__train__good__1_662.bmp,train/good/1_662.bmp
calib_normal,0,0.5532139539718628,test/good/calib_normal__train__good__2_755.bmp,train/good/2_755.bmp
test_normal,0,0.5157057642936707,test/good/test_normal__test__good__1_632.bmp,test/good/1_632.bmp
calib_normal,0,0.4457295536994934,test/good/calib_normal__train__good__2_826.bmp,train/good/2_826.bmp
test_normal,0,0.29697737097740173,test/good/test_normal__test__good__4_78.bmp,test/good/4_78.bmp
test_normal,0,0.2724319100379944,test/good/test_normal__test__good__1_805.bmp,test/good/1_805.bmp
test_normal,0,0.6641045808792114,test/good/test_normal__test__good__2_726.bmp,test/good/2_726.bmp
test_normal,0,0.44743919372558594,test/good/test_normal__test__good__1_762.bmp,test/good/1_762.bmp
test_normal,0,0.45711570978164673,test/good/test_normal__test__good__2_797.bmp,test/good/2_797.bmp
test_normal,0,0.5438802242279053,test/good/test_normal__test__good__2_103.bmp,test/good/2_103.bmp
calib_normal,0,0.7353312969207764,test/good/calib_normal__train__good__2_716.bmp,train/good/2_716.bmp
test_normal,0,0.3029569983482361,test/good/test_normal__test__good__1_823.bmp,test/good/1_823.bmp
test_normal,0,0.42954879999160767,test/good/test_normal__test__good__2_849.bmp,test/good/2_849.bmp
calib_normal,0,0.6330596804618835,test/good/calib_normal__train__good__3_78.bmp,train/good/3_78.bmp
calib_normal,0,0.37996071577072144,test/good/calib_normal__train__good__1_802.bmp,train/good/1_802.bmp
calib_normal,0,0.5140236020088196,test/good/calib_normal__train__good__1_672.bmp,train/good/1_672.bmp
calib_normal,0,0.6255135536193848,test/good/calib_normal__train__good__2_772.bmp,train/good/2_772.bmp
test_normal,0,0.32104527950286865,test/good/test_normal__test__good__1_627.bmp,test/good/1_627.bmp
test_normal,0,0.8109101057052612,test/good/test_normal__test__good__2_638.bmp,test/good/2_638.bmp
test_normal,0,0.5143406391143799,test/good/test_normal__test__good__3_102.bmp,test/good/3_102.bmp
test_normal,0,0.33652395009994507,test/good/test_normal__test__good__1_818.bmp,test/good/1_818.bmp
test_normal,0,0.4419825077056885,test/good/test_normal__test__good__1_828.bmp,test/good/1_828.bmp
calib_normal,0,0.3166031241416931,test/good/calib_normal__train__good__1_910.bmp,train/good/1_910.bmp
calib_normal,0,0.6757192015647888,test/good/calib_normal__train__good__1_776.bmp,train/good/1_776.bmp
calib_normal,0,0.372028112411499,test/good/calib_normal__train__good__2_135.bmp,train/good/2_135.bmp
test_normal,0,0.4638299345970154,test/good/test_normal__test__good__4_100.bmp,test/good/4_100.bmp
calib_normal,0,0.5717846155166626,test/good/calib_normal__train__good__1_851.bmp,train/good/1_851.bmp
calib_normal,0,0.5628968179225922,test/good/calib_normal__train__good__2_796.bmp,train/good/2_796.bmp
test_normal,0,0.4751710295677185,test/good/test_normal__test__good__1_746.bmp,test/good/1_746.bmp
test_normal,0,0.5326196551322937,test/good/test_normal__test__good__2_735.bmp,test/good/2_735.bmp
test_normal,0,0.560621440410614,test/good/test_normal__test__good__2_648.bmp,test/good/2_648.bmp
calib_normal,0,0.4627576470375061,test/good/calib_normal__train__good__2_139.bmp,train/good/2_139.bmp
test_normal,0,0.3080716133117676,test/good/test_normal__test__good__4_119.bmp,test/good/4_119.bmp
test_normal,0,0.46864426136016846,test/good/test_normal__test__good__1_900.bmp,test/good/1_900.bmp
test_normal,0,0.4574871361255646,test/good/test_normal__test__good__1_682.bmp,test/good/1_682.bmp
test_normal,0,0.43433716893196106,test/good/test_normal__test__good__4_75.bmp,test/good/4_75.bmp
calib_normal,0,0.39157554507255554,test/good/calib_normal__train__good__1_735.bmp,train/good/1_735.bmp
calib_normal,0,0.5284625291824341,test/good/calib_normal__train__good__1_840.bmp,train/good/1_840.bmp
calib_normal,0,0.3596456050872803,test/good/calib_normal__train__good__1_922.bmp,train/good/1_922.bmp
calib_normal,0,0.3066767454147339,test/good/calib_normal__train__good__1_849.bmp,train/good/1_849.bmp
calib_normal,0,0.3262295722961426,test/good/calib_normal__train__good__1_902.bmp,train/good/1_902.bmp
test_anomaly,1,0.6046015620231628,test/defect/test_anomaly__test__defect__2_950.bmp,test/defect/2_950.bmp
test_anomaly,1,1.267188549041748,test/defect/test_anomaly__test__defect__4_79.bmp,test/defect/4_79.bmp
test_anomaly,1,1.4876318573951721,test/defect/test_anomaly__test__defect__3_71.bmp,test/defect/3_71.bmp
test_anomaly,1,0.5414515137672424,test/defect/test_anomaly__test__defect__4_45.bmp,test/defect/4_45.bmp
test_anomaly,1,1.7429730892181396,test/defect/test_anomaly__test__defect__2_82.bmp,test/defect/2_82.bmp
test_anomaly,1,1.5650914907455444,test/defect/test_anomaly__test__defect__2_629.bmp,test/defect/2_629.bmp
test_anomaly,1,0.8445279598236084,test/defect/test_anomaly__test__defect__3_98.bmp,test/defect/3_98.bmp
test_anomaly,1,1.0577181577682495,test/defect/test_anomaly__test__defect__1_90.bmp,test/defect/1_90.bmp
test_anomaly,1,0.8577799797058105,test/defect/test_anomaly__test__defect__1_63.bmp,test/defect/1_63.bmp
calib_anomaly,1,1.3098467588424683,test/defect/calib_anomaly__test__defect__2_80.bmp,test/defect/2_80.bmp
calib_anomaly,1,0.6220272183418274,test/defect/calib_anomaly__test__defect__3_97.bmp,test/defect/3_97.bmp
calib_anomaly,1,1.1197053790092468,test/defect/calib_anomaly__test__defect__4_77.bmp,test/defect/4_77.bmp
test_anomaly,1,0.9139557480812073,test/defect/test_anomaly__test__defect__3_95.bmp,test/defect/3_95.bmp
test_anomaly,1,1.3320504426956177,test/defect/test_anomaly__test__defect__3_132.bmp,test/defect/3_132.bmp
test_anomaly,1,0.8536423444747925,test/defect/test_anomaly__test__defect__1_637.bmp,test/defect/1_637.bmp
test_anomaly,1,0.6172714233398438,test/defect/test_anomaly__test__defect__2_83.bmp,test/defect/2_83.bmp
test_anomaly,1,0.3007749319076538,test/defect/test_anomaly__test__defect__4_65.bmp,test/defect/4_65.bmp
test_anomaly,1,0.4903672933578491,test/defect/test_anomaly__test__defect__2_119.bmp,test/defect/2_119.bmp
test_anomaly,1,1.023043155670166,test/defect/test_anomaly__test__defect__1_885.bmp,test/defect/1_885.bmp
test_anomaly,1,1.181585669517517,test/defect/test_anomaly__test__defect__1_120.bmp,test/defect/1_120.bmp
test_anomaly,1,0.4782545566558838,test/defect/test_anomaly__test__defect__2_107.bmp,test/defect/2_107.bmp
test_anomaly,1,0.920050323009491,test/defect/test_anomaly__test__defect__3_82.bmp,test/defect/3_82.bmp
calib_anomaly,1,1.9118738174438477,test/defect/calib_anomaly__test__defect__2_72.bmp,test/defect/2_72.bmp
test_anomaly,1,0.9407185912132263,test/defect/test_anomaly__test__defect__1_84.bmp,test/defect/1_84.bmp
test_anomaly,1,0.28842565417289734,test/defect/test_anomaly__test__defect__3_101.bmp,test/defect/3_101.bmp
test_anomaly,1,0.6969108581542969,test/defect/test_anomaly__test__defect__1_950.bmp,test/defect/1_950.bmp
test_anomaly,1,0.5719997882843018,test/defect/test_anomaly__test__defect__3_62.bmp,test/defect/3_62.bmp
test_anomaly,1,1.0316471457481384,test/defect/test_anomaly__test__defect__4_128.bmp,test/defect/4_128.bmp
test_anomaly,1,1.6097169518470764,test/defect/test_anomaly__test__defect__2_637.bmp,test/defect/2_637.bmp
test_anomaly,1,1.0200343132019043,test/defect/test_anomaly__test__defect__4_64.bmp,test/defect/4_64.bmp
test_anomaly,1,0.5629521012306213,test/defect/test_anomaly__test__defect__1_121.bmp,test/defect/1_121.bmp
test_anomaly,1,1.0433202385902405,test/defect/test_anomaly__test__defect__2_90.bmp,test/defect/2_90.bmp
test_anomaly,1,1.1726903915405273,test/defect/test_anomaly__test__defect__1_798.bmp,test/defect/1_798.bmp
calib_anomaly,1,1.4848438501358032,test/defect/calib_anomaly__test__defect__1_80.bmp,test/defect/1_80.bmp
test_anomaly,1,0.6508997678756714,test/defect/test_anomaly__test__defect__4_126.bmp,test/defect/4_126.bmp
test_anomaly,1,0.6262530088424683,test/defect/test_anomaly__test__defect__1_97.bmp,test/defect/1_97.bmp
