group,split,role,label,rel_path,score
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_846.bmp,0.4567258059978485
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_846.bmp,0.46555453538894653
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_847.bmp,0.3675805926322937
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_847.bmp,0.43229153752326965
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_847.bmp,0.37816911935806274
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_852.bmp,0.515350341796875
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_852.bmp,0.4480574429035187
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_852.bmp,0.4328398108482361
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_853.bmp,0.4697768986225128
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_853.bmp,0.4649931788444519
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_853.bmp,0.4993289113044739
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_854.bmp,0.41196292638778687
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_854.bmp,0.49841952323913574
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_854.bmp,0.4311423897743225
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_857.bmp,0.45274850726127625
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_857.bmp,0.41393253207206726
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_857.bmp,0.40501484274864197
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_858.bmp,0.438264399766922
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_858.bmp,0.4108408987522125
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_858.bmp,0.4647655487060547
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_859.bmp,0.4361554682254791
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_859.bmp,0.4640604853630066
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_859.bmp,0.4491210877895355
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_860.bmp,0.46648308634757996
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_860.bmp,0.41494232416152954
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_860.bmp,0.41345924139022827
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_863.bmp,0.392367422580719
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_863.bmp,0.42255446314811707
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_863.bmp,0.47511065006256104
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_945.bmp,0.4102576673030853
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_945.bmp,0.48684680461883545
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_945.bmp,0.4044422507286072
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_946.bmp,0.40783101320266724
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_946.bmp,0.4089716672897339
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_946.bmp,0.4101240634918213
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__2_948.bmp,0.4334029257297516
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_948.bmp,0.4323228597640991
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__2_948.bmp,0.473894327878952
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_56.bmp,0.48387813568115234
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_56.bmp,0.4925016760826111
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_56.bmp,0.4841121435165405
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_57.bmp,0.5459554195404053
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_57.bmp,0.5035585165023804
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_57.bmp,0.5108663439750671
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_64.bmp,0.5607693195343018
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_64.bmp,0.5778974294662476
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_64.bmp,0.6875590085983276
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_66.bmp,0.6035658121109009
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_66.bmp,0.6670917272567749
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_66.bmp,0.6432632207870483
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_67.bmp,0.5403452515602112
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_67.bmp,0.5191490650177002
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_67.bmp,0.5341805219650269
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_68.bmp,0.49934306740760803
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_68.bmp,0.4926376938819885
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_68.bmp,0.5170120596885681
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_69.bmp,0.62505042552948
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_69.bmp,0.689606785774231
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_69.bmp,0.6354125738143921
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_75.bmp,0.635809600353241
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_75.bmp,0.5573232173919678
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_75.bmp,0.5245712995529175
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_78.bmp,0.4741121530532837
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_78.bmp,0.49092206358909607
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_78.bmp,0.5111343860626221
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_86.bmp,0.5813658833503723
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_86.bmp,0.5940950512886047
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_86.bmp,0.5953556299209595
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_88.bmp,0.5384103655815125
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_88.bmp,0.5329504609107971
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_88.bmp,0.5322930216789246
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_99.bmp,0.5112504363059998
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_99.bmp,0.5132589340209961
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_99.bmp,0.5467664003372192
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_110.bmp,0.5226141214370728
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_110.bmp,0.561754584312439
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_110.bmp,0.5405842065811157
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_111.bmp,0.4817301630973816
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_111.bmp,0.4849826991558075
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_111.bmp,0.47109007835388184
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_113.bmp,0.567602813243866
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_113.bmp,0.5464267730712891
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_113.bmp,0.5662752389907837
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_114.bmp,0.5029453635215759
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_114.bmp,0.4951297640800476
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_114.bmp,0.4687812328338623
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_116.bmp,0.4859989881515503
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_116.bmp,0.4577258825302124
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_116.bmp,0.4815073013305664
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_118.bmp,0.5591936111450195
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_118.bmp,0.5710761547088623
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_118.bmp,0.6287591457366943
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_122.bmp,0.5490318536758423
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_122.bmp,0.6146650910377502
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_122.bmp,0.5403071641921997
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_125.bmp,0.7047105431556702
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_125.bmp,0.6742972135543823
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_125.bmp,0.6362564563751221
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_127.bmp,0.5074875354766846
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_127.bmp,0.49836835265159607
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_127.bmp,0.5454405546188354
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_128.bmp,0.6090258359909058
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_128.bmp,0.6539536714553833
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_128.bmp,0.6025247573852539
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_129.bmp,0.8552072644233704
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_129.bmp,0.7773382067680359
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_129.bmp,0.7568070292472839
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_137.bmp,0.5417037606239319
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_137.bmp,0.5037833452224731
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_137.bmp,0.4811130464076996
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_138.bmp,0.5706069469451904
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__3_138.bmp,0.6048399806022644
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__3_138.bmp,0.6023979783058167
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_46.bmp,0.5055909156799316
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_46.bmp,0.4807559847831726
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_46.bmp,0.49458733201026917
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_51.bmp,0.4184231162071228
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_51.bmp,0.4502835273742676
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_51.bmp,0.46124696731567383
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_55.bmp,0.4626651406288147
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_55.bmp,0.47092005610466003
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_55.bmp,0.43558523058891296
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_63.bmp,0.44384676218032837
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_63.bmp,0.4241274297237396
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_63.bmp,0.4027056097984314
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_67.bmp,0.5712445974349976
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_67.bmp,0.5717693567276001
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_67.bmp,0.5931950807571411
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_69.bmp,0.5485330820083618
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_69.bmp,0.5889052152633667
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_69.bmp,0.5414785146713257
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_71.bmp,0.570752739906311
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_71.bmp,0.5145895481109619
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_71.bmp,0.5237957239151001
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_72.bmp,0.45285764336586
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_72.bmp,0.45743146538734436
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_72.bmp,0.4990420937538147
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_73.bmp,0.5050035119056702
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_73.bmp,0.5498587489128113
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_73.bmp,0.5068575143814087
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_80.bmp,0.43633538484573364
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_80.bmp,0.4160439074039459
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_80.bmp,0.4138917326927185
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_82.bmp,0.5273077487945557
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_82.bmp,0.5300966501235962
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_82.bmp,0.5920505523681641
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_86.bmp,0.45642736554145813
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_86.bmp,0.4527568817138672
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_86.bmp,0.4578005075454712
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_90.bmp,0.4853663444519043
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_90.bmp,0.4598569869995117
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_90.bmp,0.46009284257888794
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_97.bmp,0.47725939750671387
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_97.bmp,0.47113409638404846
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_97.bmp,0.5160535573959351
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_99.bmp,0.4854608178138733
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_99.bmp,0.5084128975868225
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_99.bmp,0.47506555914878845
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_101.bmp,0.5493134260177612
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_101.bmp,0.5490021705627441
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_101.bmp,0.5190868973731995
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_102.bmp,0.4719151258468628
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_102.bmp,0.4599940776824951
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_102.bmp,0.4890640676021576
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_103.bmp,0.4317307770252228
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_103.bmp,0.4478526711463928
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_103.bmp,0.447387158870697
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_104.bmp,0.5139039754867554
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_104.bmp,0.45328330993652344
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_104.bmp,0.4536966383457184
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_105.bmp,0.49553734064102173
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_105.bmp,0.5044501423835754
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_105.bmp,0.5518510341644287
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_108.bmp,0.42251431941986084
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_108.bmp,0.4284828305244446
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_108.bmp,0.40271520614624023
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_109.bmp,0.8129692673683167
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_109.bmp,0.7060675024986267
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_109.bmp,0.7479419708251953
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_110.bmp,0.46802735328674316
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_110.bmp,0.45525598526000977
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_110.bmp,0.49493521451950073
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_113.bmp,0.4380621910095215
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_113.bmp,0.4259020984172821
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_113.bmp,0.4219234585762024
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_129.bmp,0.5456796884536743
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_129.bmp,0.4969099760055542
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_129.bmp,0.4922340214252472
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__train__good__4_131.bmp,0.4597419202327728
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_131.bmp,0.4409385323524475
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__train__good__4_131.bmp,0.4719488322734833
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_51.bmp,0.4719903767108917
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_51.bmp,0.4582672119140625
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_51.bmp,0.49331754446029663
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_65.bmp,0.38603466749191284
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_65.bmp,0.4030880928039551
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_65.bmp,0.3990499973297119
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_76.bmp,0.5979632139205933
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_76.bmp,0.6208672523498535
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_76.bmp,0.6359862685203552
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_94.bmp,0.3835529088973999
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_94.bmp,0.36413586139678955
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_94.bmp,0.3639088571071625
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_95.bmp,0.47590991854667664
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_95.bmp,0.42056387662887573
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_95.bmp,0.41854649782180786
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_96.bmp,0.38492709398269653
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_96.bmp,0.3827884793281555
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_96.bmp,0.4275510609149933
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_101.bmp,0.40600886940956116
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_101.bmp,0.38445553183555603
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_101.bmp,0.34672069549560547
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_110.bmp,0.5713608264923096
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_110.bmp,0.5252587795257568
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_110.bmp,0.5299588441848755
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_118.bmp,0.5043575763702393
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_118.bmp,0.5048395991325378
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_118.bmp,0.5425439476966858
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_124.bmp,0.3887791335582733
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_124.bmp,0.4272686243057251
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_124.bmp,0.39485758543014526
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_133.bmp,0.3201294243335724
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_133.bmp,0.33125609159469604
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_133.bmp,0.3398902416229248
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_137.bmp,0.37763309478759766
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_137.bmp,0.37697461247444153
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_137.bmp,0.38587015867233276
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_634.bmp,0.36746102571487427
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_634.bmp,0.31534042954444885
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_634.bmp,0.34446409344673157
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_638.bmp,0.4286177158355713
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_638.bmp,0.40893077850341797
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_638.bmp,0.38979172706604004
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_662.bmp,0.3746460974216461
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_662.bmp,0.36937516927719116
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_662.bmp,0.4005957245826721
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_663.bmp,0.3776357173919678
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_663.bmp,0.3641853332519531
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_663.bmp,0.3524443507194519
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_668.bmp,0.48652681708335876
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_668.bmp,0.391094446182251
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_668.bmp,0.40488556027412415
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_673.bmp,0.3358871340751648
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_673.bmp,0.35312992334365845
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_673.bmp,0.44211727380752563
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_675.bmp,0.3290833830833435
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_675.bmp,0.3771631121635437
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_675.bmp,0.3335516154766083
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_690.bmp,0.48708000779151917
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_690.bmp,0.36334434151649475
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_690.bmp,0.38586053252220154
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_698.bmp,0.30572229623794556
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_698.bmp,0.3466368615627289
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_698.bmp,0.36032944917678833
gpu_no_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_712.bmp,0.38264182209968567
gpu_retrain,calib,calib_normal,0,test/good/calib_normal__val__good__1_712.bmp,0.4271795153617859
cpu_baseline,calib,calib_normal,0,test/good/calib_normal__val__good__1_712.bmp,0.39976996183395386
