role,label,score,source_rel
test_anomaly,1,1.6396276950836182,test/defect/2_106.bmp
test_anomaly,1,1.2974615097045898,test/defect/2_107.bmp
test_anomaly,1,1.6323953866958618,test/defect/2_108.bmp
test_anomaly,1,1.805019497871399,test/defect/2_109.bmp
test_anomaly,1,1.975151538848877,test/defect/2_112.bmp
test_anomaly,1,1.357695460319519,test/defect/2_113.bmp
test_anomaly,1,1.0225262641906738,test/defect/2_117.bmp
test_anomaly,1,1.31265389919281,test/defect/2_119.bmp
test_anomaly,1,1.4553128480911255,test/defect/2_120.bmp
test_anomaly,1,1.582194209098816,test/defect/2_123.bmp
test_anomaly,1,1.5036733150482178,test/defect/2_125.bmp
test_anomaly,1,1.389171838760376,test/defect/2_126.bmp
test_anomaly,1,1.3408215045928955,test/defect/2_130.bmp
test_anomaly,1,1.5281931161880493,test/defect/2_131.bmp
test_anomaly,1,1.7320160865783691,test/defect/2_136.bmp
test_anomaly,1,1.644385576248169,test/defect/2_138.bmp
test_anomaly,1,1.7698163986206055,test/defect/2_140.bmp
test_anomaly,1,1.7457506656646729,test/defect/2_53.bmp
test_anomaly,1,1.7209056615829468,test/defect/2_54.bmp
test_anomaly,1,1.1362215280532837,test/defect/2_55.bmp
test_anomaly,1,1.1080834865570068,test/defect/2_57.bmp
test_anomaly,1,1.4523051977157593,test/defect/2_58.bmp
test_anomaly,1,1.6975468397140503,test/defect/2_59.bmp
test_anomaly,1,1.4237078428268433,test/defect/2_60.bmp
test_anomaly,1,1.1423825025558472,test/defect/2_62.bmp
test_anomaly,1,1.1637537479400635,test/defect/2_629.bmp
test_anomaly,1,1.3406940698623657,test/defect/2_63.bmp
test_anomaly,1,1.1067339181900024,test/defect/2_637.bmp
test_anomaly,1,1.1705549955368042,test/defect/2_65.bmp
test_anomaly,1,1.1034855842590332,test/defect/2_668.bmp
test_anomaly,1,1.2700344324111938,test/defect/2_691.bmp
test_anomaly,1,1.297053337097168,test/defect/2_697.bmp
test_anomaly,1,1.4938304424285889,test/defect/2_71.bmp
test_anomaly,1,1.164454460144043,test/defect/2_72.bmp
test_anomaly,1,1.0575124025344849,test/defect/2_727.bmp
test_anomaly,1,1.4569451808929443,test/defect/2_74.bmp
test_anomaly,1,1.2254173755645752,test/defect/2_78.bmp
test_anomaly,1,0.9600967764854431,test/defect/2_781.bmp
test_anomaly,1,1.1046644449234009,test/defect/2_788.bmp
test_anomaly,1,0.9573047757148743,test/defect/2_795.bmp
test_anomaly,1,1.5589543581008911,test/defect/2_80.bmp
test_anomaly,1,1.5657838582992554,test/defect/2_81.bmp
test_anomaly,1,1.641579508781433,test/defect/2_82.bmp
test_anomaly,1,1.0887476205825806,test/defect/2_822.bmp
test_anomaly,1,1.5032706260681152,test/defect/2_83.bmp
test_anomaly,1,1.1527295112609863,test/defect/2_831.bmp
test_anomaly,1,1.6472030878067017,test/defect/2_84.bmp
test_anomaly,1,1.1326984167099,test/defect/2_89.bmp
test_anomaly,1,1.6457780599594116,test/defect/2_90.bmp
test_anomaly,1,1.7384047508239746,test/defect/2_92.bmp
test_anomaly,1,1.5391664505004883,test/defect/2_93.bmp
test_anomaly,1,1.2376598119735718,test/defect/2_949.bmp
test_anomaly,1,1.2671620845794678,test/defect/2_95.bmp
test_anomaly,1,1.3087875843048096,test/defect/2_950.bmp
test_anomaly,1,1.0379071235656738,test/defect/2_96.bmp
test_anomaly,1,1.4490203857421875,test/defect/2_97.bmp
test_anomaly,1,1.5386912822723389,test/defect/3_100.bmp
test_anomaly,1,1.7199617624282837,test/defect/3_101.bmp
test_anomaly,1,1.440263032913208,test/defect/3_104.bmp
test_anomaly,1,1.6546419858932495,test/defect/3_105.bmp
test_anomaly,1,1.4093595743179321,test/defect/3_107.bmp
test_anomaly,1,1.6089586019515991,test/defect/3_109.bmp
test_anomaly,1,1.3661195039749146,test/defect/3_112.bmp
test_anomaly,1,1.3053947687149048,test/defect/3_117.bmp
test_anomaly,1,1.40652334690094,test/defect/3_119.bmp
test_anomaly,1,1.4276710748672485,test/defect/3_121.bmp
test_anomaly,1,1.7686831951141357,test/defect/3_123.bmp
test_anomaly,1,0.9625746011734009,test/defect/3_124.bmp
test_anomaly,1,1.1445869207382202,test/defect/3_126.bmp
test_anomaly,1,1.2644892930984497,test/defect/3_130.bmp
test_anomaly,1,1.349340796470642,test/defect/3_131.bmp
test_anomaly,1,1.488669514656067,test/defect/3_132.bmp
test_anomaly,1,1.123164415359497,test/defect/3_133.bmp
test_anomaly,1,1.4696940183639526,test/defect/3_136.bmp
test_anomaly,1,1.2438102960586548,test/defect/3_139.bmp
test_anomaly,1,1.6974538564682007,test/defect/3_140.bmp
test_anomaly,1,1.6998449563980103,test/defect/3_52.bmp
test_anomaly,1,1.5320281982421875,test/defect/3_55.bmp
test_anomaly,1,1.9177478551864624,test/defect/3_58.bmp
test_anomaly,1,1.4130494594573975,test/defect/3_59.bmp
test_anomaly,1,1.2006161212921143,test/defect/3_62.bmp
test_anomaly,1,1.6488767862319946,test/defect/3_63.bmp
test_anomaly,1,1.3538631200790405,test/defect/3_65.bmp
test_anomaly,1,1.5037522315979004,test/defect/3_71.bmp
test_anomaly,1,1.5654555559158325,test/defect/3_72.bmp
test_anomaly,1,1.486016035079956,test/defect/3_74.bmp
test_anomaly,1,1.3724102973937988,test/defect/3_80.bmp
test_anomaly,1,1.5317573547363281,test/defect/3_81.bmp
test_anomaly,1,1.3300096988677979,test/defect/3_82.bmp
test_anomaly,1,1.4427745342254639,test/defect/3_83.bmp
test_anomaly,1,1.2525205612182617,test/defect/3_84.bmp
test_anomaly,1,1.1846518516540527,test/defect/3_87.bmp
test_anomaly,1,1.3270121812820435,test/defect/3_90.bmp
test_anomaly,1,1.45918607711792,test/defect/3_92.bmp
test_anomaly,1,1.5402482748031616,test/defect/3_93.bmp
test_anomaly,1,1.2512907981872559,test/defect/3_94.bmp
test_anomaly,1,1.6764326095581055,test/defect/3_95.bmp
test_anomaly,1,0.9915256500244141,test/defect/3_96.bmp
test_anomaly,1,1.70139741897583,test/defect/3_97.bmp
test_anomaly,1,1.5797520875930786,test/defect/3_98.bmp
test_anomaly,1,1.515268087387085,test/defect/4_106.bmp
test_anomaly,1,1.4316340684890747,test/defect/4_111.bmp
test_anomaly,1,1.2348978519439697,test/defect/4_112.bmp
test_anomaly,1,1.690384864807129,test/defect/4_114.bmp
test_anomaly,1,1.4257316589355469,test/defect/4_115.bmp
test_anomaly,1,1.491026520729065,test/defect/4_117.bmp
test_anomaly,1,1.3932338953018188,test/defect/4_125.bmp
test_anomaly,1,1.6703094244003296,test/defect/4_126.bmp
test_anomaly,1,1.077950358390808,test/defect/4_127.bmp
test_anomaly,1,1.3566977977752686,test/defect/4_128.bmp
test_anomaly,1,1.754931092262268,test/defect/4_132.bmp
test_anomaly,1,1.6539638042449951,test/defect/4_133.bmp
test_anomaly,1,1.5166759490966797,test/defect/4_45.bmp
test_anomaly,1,1.587554693222046,test/defect/4_48.bmp
test_anomaly,1,1.8668440580368042,test/defect/4_49.bmp
test_anomaly,1,1.170322299003601,test/defect/4_50.bmp
test_anomaly,1,1.5350595712661743,test/defect/4_52.bmp
test_anomaly,1,1.672407865524292,test/defect/4_56.bmp
test_anomaly,1,1.3304179906845093,test/defect/4_57.bmp
test_anomaly,1,1.2770686149597168,test/defect/4_59.bmp
test_anomaly,1,1.2363955974578857,test/defect/4_62.bmp
test_anomaly,1,1.2480394840240479,test/defect/4_64.bmp
test_anomaly,1,1.16758394241333,test/defect/4_65.bmp
test_anomaly,1,1.5866553783416748,test/defect/4_66.bmp
test_anomaly,1,1.4420537948608398,test/defect/4_68.bmp
test_anomaly,1,1.5664644241333008,test/defect/4_74.bmp
test_anomaly,1,1.428786039352417,test/defect/4_76.bmp
test_anomaly,1,1.1403241157531738,test/defect/4_77.bmp
test_anomaly,1,1.1397370100021362,test/defect/4_79.bmp
test_anomaly,1,1.5420968532562256,test/defect/4_81.bmp
test_anomaly,1,1.4506243467330933,test/defect/4_88.bmp
test_anomaly,1,1.495666265487671,test/defect/4_89.bmp
test_anomaly,1,1.4179370403289795,test/defect/4_91.bmp
test_anomaly,1,1.6589698791503906,test/defect/4_92.bmp
test_anomaly,1,1.0201228857040405,test/defect/4_93.bmp
test_anomaly,1,1.5446040630340576,test/defect/4_94.bmp
test_anomaly,1,1.4686254262924194,test/defect/4_95.bmp
test_anomaly,1,1.6093674898147583,test/defect/4_96.bmp
